Titre;Auteur;Editeur;Date;EAN;Specialite;Theme;Qte;Prix U (TTC) arrondi;image
Maths : visa pour la prepa MPSI, PCSI, PTSI, BCPST, ECS : 2016-2017;Connan, Guillaume;Dunod;07/05/2018;9782100746989;Sciences Exactes,;Mathematiques;5;2888;https://milalgerie.com/images/9782100746989.jpg 
Physique tout en un MP-MP*;Collectif;Dunod;08/05/2018;9782100770397;Sciences Exactes,;Physique-Chimie;5;5340;https://milalgerie.com/images/9782100770397.jpg 
Physique de Kane et Sternheim : le livre compagnon : solutions commentees des problemes;Derycke, Isabelle;Dunod;09/05/2018;9782100781256;Sciences Exactes,;Physique-Chimie;5;4360;https://milalgerie.com/images/9782100781256.jpg 
Maths MP-MP* : methodes et exercices;Monier, Jean-Marie;Dunod;10/05/2018;9782100790494;Sciences Exactes,;Mathematiques;5;5431;https://milalgerie.com/images/9782100790494.jpg 
Mathematiques pour l'informatique : pour le BTS SIO;Chanet, Xavier;Dunod;11/05/2018;9782100779598;Sciences Exactes,;Mathematiques;5;3615;https://milalgerie.com/images/9782100779598.jpg 
Methodes mathematiques pour la physique;Dotsenko, Vladimir;Dunod;12/05/2018;9782100777051;Sciences Exactes,;Mathematiques;5;7248;https://milalgerie.com/images/9782100777051.jpg 
L'oral de physique aux concours des ENS et de Polytechnique : annales corrigees;Bres, Alexis;Dunod;13/05/2018;9782100790296;Sciences Exactes,;Physique-Chimie;5;4160;https://milalgerie.com/images/9782100790296.jpg 
Mathematiques pour l'economie : analyse-algebre;Hayek, Naila;Dunod;14/05/2018;9782100789122;Sciences Exactes,;Mathematiques;5;5431;https://milalgerie.com/images/9782100789122.jpg 
Maths, BCPST 1 : methodes et exercices;Collectif;Dunod;15/05/2018;9782100780976;Sciences Exactes,;Mathematiques;5;4523;https://milalgerie.com/images/9782100780976.jpg 
Le langage R au quotidien : traitement et analyse de donnees volumineuses;Decourt, Olivier;Dunod;16/05/2018;9782100770762;Sciences Exactes,;Probabilites et statistiques;5;5813;https://milalgerie.com/images/9782100770762.jpg 
Physique : exercices incontournables, PSI, PSI*;By, Jean-Noël;Dunod;17/05/2018;9782100762675;Sciences Exactes,;Physique-Chimie;5;3978;https://milalgerie.com/images/9782100762675.jpg 
Physique statistique : des processus elementaires aux phenomenes collectifs : cours, 90 exercices et problemes corriges;Texier, Christophe;Dunod;18/05/2018;9782100742233;Sciences Exactes,;Physique-Chimie;5;6358;https://milalgerie.com/images/9782100742233.jpg 
Physique : methodes et exercices : PC, PC*;Fiat, Olivier (1966-,,,,);Dunod;19/05/2018;9782100765584;Sciences Exactes,;Physique-Chimie;5;5431;https://milalgerie.com/images/9782100765584.jpg 
Mathematiques : tout le cours en fiches, licence 1, Capes : 110 fiches de cours, 240 exercices corriges et exemples d'application;David, Claire (1971-,,,,);Dunod;20/05/2018;9782100769322;Sciences Exactes,;Mathematiques;5;5359;https://milalgerie.com/images/9782100769322.jpg 
Mathematiques : tout pour bien demarrer ses etudes d'economie gestion : de la terminale au superi;Speller, Marie-Virginie;Dunod;21/05/2018;9782100800803;Sciences Exactes,;Mathematiques;5;3070;https://milalgerie.com/images/9782100800803.jpg 
Le cours de mathematiques, Vol, 2, Algebre et applications e la geometrie;Ramis, Edmond (1918-1996);Dunod;22/05/2018;9782100767649;Sciences Exactes,;Mathematiques;5;8174;https://milalgerie.com/images/9782100767649.jpg 
Maths ECE 1re annee : tout-en-un;Collectif;Dunod;23/05/2018;9782100778768;Sciences Exactes,;Mathematiques;5;5086;https://milalgerie.com/images/9782100778768.jpg 
Maths PCSI, PTSI : methodes et exercices;Monier, Jean-Marie;Dunod;24/05/2018;9782100783588;Sciences Exactes,;Mathematiques;5;3615;https://milalgerie.com/images/9782100783588.jpg 
Physique PCSI;Collectif;Dunod;25/05/2018;9782100767120;Sciences Exactes,;Physique-Chimie;5;4959;https://milalgerie.com/images/9782100767120.jpg 
Physique : methodes et exercices PSI, PSI*;Fiat, Olivier (1966-,,,,);Dunod;26/05/2018;9782100765553;Sciences Exactes,;Physique-Chimie;5;5431;https://milalgerie.com/images/9782100765553.jpg 
Physique appliquee en 30 fiches : BTS 1re & 2e annees;Dumenil, Gilles;Dunod;27/05/2018;9782100798612;Sciences Exactes,;Physique-Chimie;5;2452;https://milalgerie.com/images/9782100798612.jpg 
Physique tout en un MP-MP*;Collectif;Dunod;28/05/2018;9782100769773;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100769773.jpg 
Physique chimie, MP-MP* : methodes et exercices;Fiat, Olivier (1966-,,,,);Dunod;29/05/2018;9782100775507;Sciences Exactes,;Physique-Chimie;5;5431;https://milalgerie.com/images/9782100775507.jpg 
Chimie MPSI : tout-en-un;Fosset, Bruno;Dunod;30/05/2018;9782100796120;Sciences Exactes,;Physique-Chimie;5;5431;https://milalgerie.com/images/9782100796120.jpg 
Le cours de mathematiques, Vol, 5, Applications de l'analyse e la geometrie;Ramis, Edmond (1918-1996);Dunod;31/05/2018;9782100767670;Sciences Exactes,;Mathematiques;5;8174;https://milalgerie.com/images/9782100767670.jpg 
Memo visuel de physique : l'essentiel en fiches : licence, prepas, Capes;Collectif;Dunod;01/06/2018;9782100767250;Sciences Exactes,;Physique-Chimie;5;3560;https://milalgerie.com/images/9782100767250.jpg 
Physique MPSI : tout-en-un;Jurine, Damien;Dunod;02/06/2018;9782100794027;Sciences Exactes,;Physique-Chimie;5;8901;https://milalgerie.com/images/9782100794027.jpg 
Physique : cours, exercices et methodes;Collectif;Dunod;03/06/2018;9782100748327;Sciences Exactes,;Physique-Chimie;5;4905;https://milalgerie.com/images/9782100748327.jpg 
Physique de la matiere molle;Brochard-Wyart, Françoise (1944-,,,,);Dunod;04/06/2018;9782100760275;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100760275.jpg 
Physique : exercices incontournables PC, PC*;By, Jean-Noël;Dunod;05/06/2018;9782100762668;Sciences Exactes,;Physique-Chimie;5;3978;https://milalgerie.com/images/9782100762668.jpg 
Informatique : MPSI, PCSI, PTSI, TSI, TPC, MP, PC, PT, PSI;Collectif;Dunod;06/06/2018;9782100758548;Sciences Exactes,;Informatique, TIC;5;5268;https://milalgerie.com/images/9782100758548.jpg 
Theorie des codes : compression, cryptage, correction : master-ecoles d'ingenis, cours et exercices avec solutions;Collectif;Dunod;07/06/2018;9782100781096;Sciences Exactes,;Informatique, TIC;5;7248;https://milalgerie.com/images/9782100781096.jpg 
Chimie tout-en-un PC, PC*;Fosset, Bruno;Dunod;08/06/2018;9782100767151;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100767151.jpg 
Physique chimie MP;Collectif;Dunod;09/06/2018;9782100775576;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100775576.jpg 
Theorie des sondages : echantillonnage et estimation en populations finies : cours, exercices, corriges;Tille, Yves;Dunod;10/06/2018;9782100793556;Sciences Exactes,;Mathematiques;5;8901;https://milalgerie.com/images/9782100793556.jpg 
Toute la PC en fiches : maths, physique, chimie;Fredon, Daniel (1944-,,,,);Dunod;11/06/2018;9782100748785;Sciences Exactes,;Physique-Chimie;5;4886;https://milalgerie.com/images/9782100748785.jpg 
Methodes de sondage : cours et cas pratiques, master, ecoles d'ingenis : enquêtes electorales, enquêtes dans le domaine de la sante, enquêtes dans les pays en developpement;Collectif;Dunod;12/06/2018;9782100517770;Sciences Exactes,;Probabilites et statistiques;5;8465;https://milalgerie.com/images/9782100517770.jpg 
Mathematiques, Ma;Teyssier, Loic;Dunod;13/06/2018;9782100749614;Sciences Exactes,;Mathematiques;5;4905;https://milalgerie.com/images/9782100749614.jpg 
Toute la physique : cours;Stöcker, Horst (1952-,,,,);Dunod;14/06/2018;9782100776412;Sciences Exactes,;Physique-Chimie;5;7084;https://milalgerie.com/images/9782100776412.jpg 
Maths BCPST 1re annee;Massard, Marc-Aurele;Dunod;15/06/2018;9782100775491;Sciences Exactes,;Mathematiques;5;7084;https://milalgerie.com/images/9782100775491.jpg 
Maths ECS 1re annee : tout-en-un;Collectif;Dunod;16/06/2018;9782100778751;Sciences Exactes,;Mathematiques;5;5994;https://milalgerie.com/images/9782100778751.jpg 
Maths : ECS, ECE, ECT : visa pour la prepa;Speller, Marie-Virginie;Dunod;17/06/2018;9782100793402;Sciences Exactes,;Mathematiques;5;3433;https://milalgerie.com/images/9782100793402.jpg 
Bluetooth low energy : projets pour Arduino, Raspberry Pi et smartphones;Allan, Alasdair;Dunod;18/06/2018;9782100760855;Sciences Exactes,;Telecommunications;5;5268;https://milalgerie.com/images/9782100760855.jpg 
Physique chimie BCPST 2 : exercices incontournables;Collectif;Dunod;19/06/2018;9782100779574;Sciences Exactes,;Physique-Chimie;5;4523;https://milalgerie.com/images/9782100779574.jpg 
Physique chimie, visa pour la prepa : MPSI, PCSI, PTSI, BCPST;Bagard, Severine;Dunod;20/06/2018;9782100779338;Sciences Exactes,;Physique-Chimie;5;2888;https://milalgerie.com/images/9782100779338.jpg 
Physique PCSI : methodes et exercices;Badel, Anne-Emmanuel;Dunod;21/06/2018;9782100781355;Sciences Exactes,;Physique-Chimie;5;5431;https://milalgerie.com/images/9782100781355.jpg 
Le cours de physique de Feynman, Mecanique, Vol, 1;Feynman, Richard Phillips (1918-1988);Dunod;22/06/2018;9782100783670;Sciences Exactes,;Mecanique;5;7084;https://milalgerie.com/images/9782100783670.jpg 
Physique PT, TSI : methodes et exercices;Fiat, Olivier (1966-,,,,);Dunod;23/06/2018;9782100775514;Sciences Exactes,;Physique-Chimie;5;5431;https://milalgerie.com/images/9782100775514.jpg 
Physique chimie PT;Collectif;Dunod;24/06/2018;9782100775484;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100775484.jpg 
Maths PC, PSI : exercices incontournables;Collectif;Dunod;25/06/2018;9782100776627;Sciences Exactes,;Mathematiques;5;3615;https://milalgerie.com/images/9782100776627.jpg 
Physique chimie BCPST 1 : exercices incontournables;Collectif;Dunod;26/06/2018;9782100779321;Sciences Exactes,;Physique-Chimie;5;4523;https://milalgerie.com/images/9782100779321.jpg 
Physique tout-en-un, PSI-PSI*;Collectif;Dunod;27/06/2018;9782100770380;Sciences Exactes,;Physique-Chimie;5;5340;https://milalgerie.com/images/9782100770380.jpg 
Physique : cours, exercices et methodes;Collectif;Dunod;28/06/2018;9782100766048;Sciences Exactes,;Physique-Chimie;5;3924;https://milalgerie.com/images/9782100766048.jpg 
Physique chimie MPSI;Collectif;Dunod;29/06/2018;9782100772988;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100772988.jpg 
Le cours de physique de Feynman, Mecanique, Vol, 2;Feynman, Richard Phillips (1918-1988);Dunod;30/06/2018;9782100774739;Sciences Exactes,;Mecanique;5;7811;https://milalgerie.com/images/9782100774739.jpg 
Mathematiques tout-en-un PC-PC*;Collectif;Dunod;01/07/2018;9782100762200;Sciences Exactes,;Mathematiques;5;5340;https://milalgerie.com/images/9782100762200.jpg 
Chimie tout-en-un PSI-PSI*;Fosset, Bruno;Dunod;02/07/2018;9782100769803;Sciences Exactes,;Physique-Chimie;5;5086;https://milalgerie.com/images/9782100769803.jpg 
Physique chimie, MP-MP* : methodes et exercices;Fiat, Olivier (1966-,,,,);Dunod;03/07/2018;9782100775552;Sciences Exactes,;Physique-Chimie;5;4178;https://milalgerie.com/images/9782100775552.jpg 
Memo visuel de physique : l'essentiel en fiches : licence, prepas, Capes;Collectif;Dunod;04/07/2018;9782100749485;Sciences Exactes,;Physique-Chimie;5;4450;https://milalgerie.com/images/9782100749485.jpg 
Chimie PCSI;Barilero, Thomas;Dunod;05/07/2018;9782100767205;Sciences Exactes,;Physique-Chimie;5;4905;https://milalgerie.com/images/9782100767205.jpg 
Chimie tout-en-un MP, PT;Fosset, Bruno;Dunod;06/07/2018;9782100770373;Sciences Exactes,;Physique-Chimie;5;4541;https://milalgerie.com/images/9782100770373.jpg 
Maths PSI, PSI* : tout-en-un;Collectif;Dunod;07/07/2018;9782100752171;Sciences Exactes,;Mathematiques;5;8901;https://milalgerie.com/images/9782100752171.jpg 
Mathematiques, IUT 2e annee : GEII, GIM, GMP, informatique, mesures physiques, reseaux et telecom;Alhalel, Thierry;Dunod;08/07/2018;9782100777587;Sciences Exactes,;Mathematiques;5;3796;https://milalgerie.com/images/9782100777587.jpg 
Mathematiques BCPST 1re annee : exercices incontournables;Rousse, Vidian;Dunod;09/07/2018;9782100766338;Sciences Exactes,;Mathematiques;5;3978;https://milalgerie.com/images/9782100766338.jpg 
Analyse reelle et complexe : cours et exercices : 2e cycle, Agregation;Rudin, Walter (1921-2010);Dunod;10/07/2018;9782100534470;Sciences Exactes,;Analyse mathematique;5;8992;https://milalgerie.com/images/9782100534470.jpg 
Statistique et probabilites pour l'ingeni;Veysseyre, Renee (1934-,,,,);Dunod;11/07/2018;9782100766017;Sciences Exactes,;Probabilites et statistiques;5;7084;https://milalgerie.com/images/9782100766017.jpg 
Physique chimie PTSI;Collectif;Dunod;12/07/2018;9782100762194;Sciences Exactes,;Physique-Chimie;5;5268;https://milalgerie.com/images/9782100762194.jpg 
Maths PT : exercices incontournables;Gugger, Sylvain;Dunod;13/07/2018;9782100776641;Sciences Exactes,;Mathematiques;5;3615;https://milalgerie.com/images/9782100776641.jpg 
Physique chimie, BCPST, 2e annee;Côte, Isabelle (1973-,,,,);Dunod;14/07/2018;9782100769810;Sciences Exactes,;Physique-Chimie;5;7084;https://milalgerie.com/images/9782100769810.jpg 
Maths PC;Gugger, Sylvain;Dunod;15/07/2018;9782100767175;Sciences Exactes,;Mathematiques;5;4905;https://milalgerie.com/images/9782100767175.jpg 
Mathematiques, Ma;Teyssier, Loic;Dunod;16/07/2018;9782100766635;Sciences Exactes,;Mathematiques;5;3996;https://milalgerie.com/images/9782100766635.jpg 
Physique : methodes et exercices : PC, PC*;Fiat, Olivier (1966-,,,,);Dunod;17/07/2018;9782100767144;Sciences Exactes,;Physique-Chimie;5;3624;https://milalgerie.com/images/9782100767144.jpg 
Maths PSI;Gugger, Sylvain;Dunod;18/07/2018;9782100767168;Sciences Exactes,;Mathematiques;5;4905;https://milalgerie.com/images/9782100767168.jpg 
Physique : exercices incontournables, PSI, PSI*;By, Jean-Noël;Dunod;19/07/2018;9782100765263;Sciences Exactes,;Physique-Chimie;5;2389;https://milalgerie.com/images/9782100765263.jpg 
Physique : methodes et exercices PSI, PSI*;Fiat, Olivier (1966-,,,,);Dunod;20/07/2018;9782100767137;Sciences Exactes,;Physique-Chimie;5;3624;https://milalgerie.com/images/9782100767137.jpg 
Physique chimie MPSI;Collectif;Dunod;21/07/2018;9782100767113;Sciences Exactes,;Physique-Chimie;5;4959;https://milalgerie.com/images/9782100767113.jpg 
Mise en place d'une station d'administration reseaux avec Nagios: Serv de monitoring;Bey Gahar Oussama;Editions universitaires opeennes;22/07/2018;9786131596933;Sciences Exactes,;Informatique, TIC;5;6521;https://milalgerie.com/images/9786131596933.jpg 
Modelisation Moleculaire des complexes notransmett cyclodextrine;COLLECTIF;Editions universitaires opeennes;23/07/2018;9783841670335;Sciences Exactes,;Chimie;5;10154;https://milalgerie.com/images/9783841670335.jpg 
Securite et QoS en environnement IMS;COLLECTIF;Editions universitaires opeennes;24/07/2018;9783841744111;Sciences Exactes,;Reseaux, Communication de donnees;5;9064;https://milalgerie.com/images/9783841744111.jpg 
Les systemes de detections d’intrusions: Etude d'un cas reel & comparaison des methodes mathematiques d'analyse par comportement;Mohamed Touati Rachid Beghdad Mohamed S, Berboucha;Editions universitaires opeennes;25/07/2018;9783841661951;Sciences Exactes,;Informatique, TIC;5;9064;https://milalgerie.com/images/9783841661951.jpg 
Synchronisation d’Horloges dans les Reseaux de Capts Sans-Fil;Habib Aissaoua;Editions universitaires opeennes;26/07/2018;9783841668776;Sciences Exactes,;Reseaux, Communication de donnees;5;10154;https://milalgerie.com/images/9783841668776.jpg 
Optimisation des requêtes dans un Data Warehouse : Nouvelle approche;Ines Ben Tarbout;Editions universitaires opeennes;27/07/2018;9783841746887;Sciences Exactes,;Informatique, TIC;5;9064;https://milalgerie.com/images/9783841746887.jpg 
Conception et developpement d'un systeme de Telesante: Telesante, la revolution la plus importante dans le domaine de sante depuis l'avenement de la medecine moderne;Yakoub Damak;Editions universitaires opeennes;28/07/2018;9783841746757;Sciences Exactes,;Informatique, TIC;5;12697;https://milalgerie.com/images/9783841746757.jpg 
Synthese chalcones et pyrazolines quinoleique e objectif therapeutique;Kedjadja Allaoua;Editions universitaires opeennes;29/07/2018;9783841670137;Sciences Exactes,;Chimie organique;5;11789;https://milalgerie.com/images/9783841670137.jpg 
Etude de l'effet de la proliferation algale sur la DBO5 et la DCO: A la sortie des stations d'epurations type lagunage naturel;Meriem EL Boukhary;Editions universitaires opeennes;30/07/2018;9783841745422;Sciences Exactes,;Biologie;5;9064;https://milalgerie.com/images/9783841745422.jpg 
"Les reseaux Wifi et sa planification en environnement ""indoor""";Nasri Hasni;Editions universitaires opeennes;31/07/2018;9783841747518;Sciences Exactes,;Reseaux, Communication de donnees;5;6521;https://milalgerie.com/images/9783841747518.jpg 
Modelisation de systeme d’information:La methode MERISE & Visual Basic: La gestion d'une bibliotheque des CD;Anas Bennani;Editions universitaires opeennes;01/08/2018;9786131593185;Sciences Exactes,;Informatique, TIC;5;4341;https://milalgerie.com/images/9786131593185.jpg 
Le probleme du plus court chemin avec des longus negatives: Formulations et inegalites valides;COLLECTIF;Editions universitaires opeennes;02/08/2018;9783841749123;Sciences Exactes,;Informatique, TIC;5;6703;https://milalgerie.com/images/9783841749123.jpg 
Sites Web haute performance multilingues multi-partenariats;Olivier Pons;Editions universitaires opeennes;03/08/2018;9783841661319;Sciences Exactes,;Informatique, TIC;5;6521;https://milalgerie.com/images/9783841661319.jpg 
Developpement d'une application web de gestion des entretiens: Conception et realisation d’une application web de gestion des entretiens;Amal Kallel;Editions universitaires opeennes;04/08/2018;9786131537189;Sciences Exactes,;Informatique, TIC;5;6521;https://milalgerie.com/images/9786131537189.jpg 
